submission,agent_type,model,instance_id,total_actions,bash_commands,test_executions,file_edits,file_reads,resolved
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11133,14,3,3,5,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13401,61,21,14,33,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13480,8,3,2,3,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-17655,14,5,3,4,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11964,65,22,12,32,10,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11019,13,6,4,5,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,psf__requests-1963,60,15,11,33,11,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pydata__xarray-4094,21,7,4,7,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-19487,29,9,2,13,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15252,6,1,0,3,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-13142,21,10,2,4,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14915,12,5,2,4,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-22714,39,13,12,20,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-17022,72,21,8,33,17,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5692,23,5,1,7,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-6506,7,4,0,1,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-24152,41,17,7,20,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-9359,84,40,0,5,36,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13033,70,20,3,25,19,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5227,14,8,2,1,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-24970,22,10,8,8,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13031,14,7,1,4,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15011,18,4,2,5,8,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-24213,14,5,5,7,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,mwaskom__seaborn-3190,53,22,14,23,7,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-24909,17,6,3,6,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-26011,14,6,1,3,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16595,17,8,3,6,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-14317,12,5,2,4,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15400,13,5,2,4,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5413,21,9,2,4,7,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11742,73,34,16,29,9,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20442,19,6,3,10,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-25311,22,7,3,12,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20322,77,32,7,25,19,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,mwaskom__seaborn-3407,22,5,2,10,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13647,82,38,7,11,31,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5495,31,15,8,11,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-11143,10,1,0,6,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18698,83,36,1,2,44,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-10297,32,13,5,10,8,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12113,52,20,13,20,9,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13971,51,19,9,19,12,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-21171,24,11,7,6,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-13779,9,4,2,3,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-5859,33,10,0,11,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16379,17,7,3,7,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15790,43,16,11,16,10,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12497,10,4,0,2,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20639,78,35,10,15,27,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16400,26,14,0,3,8,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15678,13,2,2,8,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23314,53,21,4,22,9,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15814,27,9,9,13,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8273,55,15,12,32,7,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-25442,36,16,8,18,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11905,26,17,4,4,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,astropy__astropy-14365,34,19,7,6,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-21055,15,6,2,4,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13043,59,4,1,27,8,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-7114,20,11,0,1,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-14396,26,8,4,10,7,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18087,80,24,9,27,28,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-12481,37,9,8,14,13,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12308,19,8,6,7,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-14894,18,9,5,6,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8474,75,32,0,2,39,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-12471,23,8,6,12,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-16503,19,10,3,5,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-11040,38,13,6,15,9,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,astropy__astropy-14995,51,24,8,14,12,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13158,74,23,21,35,14,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16229,66,24,17,37,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-11281,55,12,0,37,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-12171,46,17,15,22,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16255,13,7,4,3,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15609,47,14,10,28,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-7228,30,6,0,13,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13590,16,6,3,6,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11797,49,21,5,13,14,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,mwaskom__seaborn-3010,30,9,8,15,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-17630,43,12,12,23,7,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13471,12,2,2,7,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13895,79,35,13,18,25,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13448,24,7,3,10,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12284,74,27,14,35,11,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15738,37,19,0,8,9,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-16106,8,2,2,5,0,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8595,69,23,0,26,10,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13773,36,14,4,9,12,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-22840,25,11,4,7,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-24066,12,3,3,6,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-15535,58,18,14,34,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,psf__requests-2674,19,4,0,9,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-12419,81,32,11,32,16,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12700,7,2,1,3,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15213,57,26,15,18,12,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13658,70,19,1,28,8,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-24265,18,7,4,8,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11620,28,7,1,12,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-25747,14,6,6,7,0,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8506,61,20,0,15,17,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16820,66,24,13,25,15,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11815,61,25,7,25,9,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11848,28,12,7,10,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11910,34,13,0,5,15,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13551,29,14,5,10,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12747,60,29,23,28,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11001,26,9,0,4,12,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15320,11,5,2,3,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13321,18,12,4,3,2,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-16792,12,4,4,7,0,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18057,19,7,5,7,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pydata__xarray-5131,11,4,1,3,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-14983,34,8,2,22,3,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11583,66,22,17,31,12,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-7373,18,1,0,9,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-14308,44,17,11,21,5,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-13241,30,9,3,13,7,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13447,20,11,4,4,4,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15308,25,12,4,6,6,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18189,43,14,4,17,11,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-11400,21,10,6,9,1,True
lite_20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14238,22,14,6,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sphinx-doc__sphinx-10325,9,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-17051,9,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-13496,12,0,0,4,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-23964,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-23476,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-12747,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-14238,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-13471,7,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-16503,7,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15790,8,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-12908,20,0,0,13,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-12454,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pylint-dev__pylint-7114,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-11630,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-17139,6,0,0,1,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sphinx-doc__sphinx-8713,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pytest-dev__pytest-7220,15,0,0,5,4,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pytest-dev__pytest-11143,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pydata__xarray-4094,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-11099,8,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-16816,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-11564,17,0,0,11,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-11019,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-18698,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-14155,8,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-14396,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-12171,8,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15061,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-13315,13,0,0,5,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15814,10,0,0,1,2,False
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-11422,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pydata__xarray-5131,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pallets__flask-4045,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-14983,8,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-25311,11,0,0,7,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15347,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pytest-dev__pytest-8365,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-24970,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,astropy__astropy-14182,14,0,0,9,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pytest-dev__pytest-9359,7,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-11039,10,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-20322,11,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-14672,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-14087,25,0,0,9,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-16595,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-13142,12,0,0,9,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-15011,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-24213,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-18057,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15213,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15498,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pydata__xarray-3364,15,0,0,4,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-16255,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,mwaskom__seaborn-3407,19,0,0,11,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-19487,13,0,0,7,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-21612,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pytest-dev__pytest-5227,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-22005,8,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-14997,7,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-18532,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-10508,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sphinx-doc__sphinx-8721,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-13971,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-14787,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-16041,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-20154,11,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-13497,7,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,psf__requests-2674,21,0,0,12,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sphinx-doc__sphinx-8435,11,0,0,5,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-13401,10,0,0,7,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-22840,13,0,0,7,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15202,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-10297,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-15535,14,0,0,5,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-15609,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-13321,8,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-20590,7,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-20639,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,astropy__astropy-6938,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15252,11,0,0,7,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pylint-dev__pylint-5859,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-12113,10,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-24334,8,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15902,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-11049,8,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pytest-dev__pytest-7168,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-14024,10,0,0,7,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pytest-dev__pytest-6116,7,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pylint-dev__pylint-6506,9,0,0,4,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-14894,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-13933,7,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-23562,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-25570,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-23987,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sphinx-doc__sphinx-8282,8,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sphinx-doc__sphinx-8273,11,0,0,5,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pydata__xarray-4493,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-12286,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-23117,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-16046,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-12589,10,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-12308,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-17087,12,0,0,5,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-14382,11,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,psf__requests-3362,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-23191,11,0,0,5,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-24066,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-25433,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-18869,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,pytest-dev__pytest-5221,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-12915,20,0,0,17,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,psf__requests-2148,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-22714,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-13658,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-11870,10,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,sympy__sympy-13031,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-11742,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-13779,6,0,0,3,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,matplotlib__matplotlib-24149,9,0,0,3,2,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,scikit-learn__scikit-learn-10949,11,0,0,5,1,True
lite_20240623_moatless_claude35sonnet,moatless,claude35sonnet,django__django-15388,10,0,0,3,2,True
