agent_type,model,dataset,instance_id,bash_commands,test_executions,file_edits,num_turns
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13971,10,4,11,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14787,8,6,8,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16041,9,3,8,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-20154,4,2,9,28
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-13497,8,4,5,28
OpenHands,CodeAct-2.1-sonnet-20241022,lite,psf__requests-2674,4,2,9,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-8435,28,0,29,118
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13401,8,5,7,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-22840,9,5,14,48
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15202,8,6,11,40
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-10297,9,4,9,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-15535,10,4,14,50
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-15609,6,3,6,28
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13321,4,3,5,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-20590,7,3,13,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-20639,9,4,9,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,astropy__astropy-6938,4,2,5,20
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15252,6,5,10,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pylint-dev__pylint-5859,32,0,49,166
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12113,22,17,23,94
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-24334,11,3,9,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15902,6,3,6,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11049,15,10,19,72
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-7168,11,9,11,46
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-14024,18,6,23,84
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-6116,5,5,6,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pylint-dev__pylint-6506,6,5,9,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-14894,4,2,5,20
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13933,13,9,12,54
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-23562,4,2,7,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-25570,17,12,32,102
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-23987,9,5,11,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-8282,11,0,27,80
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-8273,5,2,4,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pydata__xarray-4493,8,3,18,56
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12286,10,5,9,40
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-23117,7,3,7,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16046,7,4,8,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12589,24,14,24,100
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12308,23,2,15,80
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-17087,31,10,34,134
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14382,5,3,6,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,psf__requests-3362,38,35,61,200
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-23191,13,6,17,64
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-24066,6,3,9,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-25433,7,2,14,46
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-18869,9,5,7,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-5221,11,11,9,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12915,16,11,20,76
OpenHands,CodeAct-2.1-sonnet-20241022,lite,psf__requests-2148,7,3,13,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-22714,6,3,5,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13658,7,4,9,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-11870,12,10,21,70
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13031,7,2,8,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11742,7,5,7,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-13779,2,2,5,16
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-24149,6,3,8,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-10949,7,4,9,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15388,8,2,9,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-11897,3,1,1,10
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13437,7,3,7,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-18189,5,3,4,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-23314,7,3,7,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15819,39,21,28,138
OpenHands,CodeAct-2.1-sonnet-20241022,lite,astropy__astropy-14995,4,2,10,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-14092,7,4,9,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11910,40,31,59,200
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14915,7,3,5,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pylint-dev__pylint-7993,13,10,15,60
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13773,7,4,9,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-5103,13,9,37,102
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pylint-dev__pylint-7228,14,0,18,68
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13043,28,1,15,90
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-11400,6,3,11,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13647,7,3,7,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,astropy__astropy-14365,10,4,8,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-15678,13,11,14,56
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14855,24,22,33,116
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13925,16,5,15,66
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-18087,16,9,22,80
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-7738,19,0,23,88
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11815,11,4,9,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14730,18,11,29,98
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13895,6,4,7,28
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14608,10,6,8,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-16988,9,5,8,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15695,40,15,30,144
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-10914,9,3,8,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15738,12,8,10,46
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-23262,13,3,11,50
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11848,9,5,8,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,psf__requests-863,5,3,5,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13660,8,4,6,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13964,40,25,59,200
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-11281,7,3,11,40
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16400,30,27,55,174
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12125,10,5,10,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-7490,7,3,7,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-14817,5,3,5,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pallets__flask-5063,9,0,10,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14667,14,8,18,68
OpenHands,CodeAct-2.1-sonnet-20241022,lite,mwaskom__seaborn-2848,11,5,16,58
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11999,13,10,15,58
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-23913,10,5,13,48
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16229,33,19,52,174
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-14317,6,3,7,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-10924,23,15,27,104
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11620,20,7,16,74
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-25500,6,3,8,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12470,12,3,11,50
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-18835,6,3,6,28
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-7373,5,5,6,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-12471,10,5,10,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,psf__requests-2317,6,4,7,28
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15851,7,2,5,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-10451,22,11,29,106
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16379,8,5,7,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-12481,13,3,11,52
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13028,12,9,17,62
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-16281,5,3,6,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13551,9,6,9,40
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12453,32,20,67,200
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16408,49,7,50,200
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-16792,21,10,19,82
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-11040,8,4,9,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-19007,5,3,5,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-13439,5,3,4,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-12419,18,16,26,92
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13177,5,4,5,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,mwaskom__seaborn-3010,6,4,7,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13146,12,3,9,46
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-15308,14,4,10,52
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11583,6,3,6,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15320,8,5,8,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11179,8,7,9,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-25638,12,5,9,46
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-21379,13,5,14,56
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13448,13,5,18,66
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13265,8,3,12,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-15345,7,4,7,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12184,7,2,6,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13768,5,3,5,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15996,9,5,7,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-21627,7,5,10,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-24152,4,3,4,20
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-7432,10,7,7,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13447,7,5,12,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-16106,9,5,12,46
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15781,10,5,11,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-7686,9,6,12,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11797,10,5,14,52
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14534,9,5,8,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-24102,10,4,11,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-25332,10,3,14,50
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-25079,7,3,9,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16820,35,25,64,200
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-26020,7,3,4,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13590,7,5,10,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-15346,12,10,13,54
OpenHands,CodeAct-2.1-sonnet-20241022,lite,mwaskom__seaborn-3190,11,8,13,52
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-8474,15,3,17,66
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-23563,12,6,16,58
OpenHands,CodeAct-2.1-sonnet-20241022,lite,astropy__astropy-7746,7,4,8,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-8595,11,0,11,46
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13033,10,4,13,50
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pydata__xarray-4248,8,6,6,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-11148,27,15,36,130
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-24265,7,4,7,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-12236,12,11,15,58
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12708,27,11,21,100
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14411,12,5,8,42
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-21055,3,2,5,20
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-20442,5,3,6,26
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-11445,19,7,19,78
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12983,3,2,5,18
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-21614,23,7,25,100
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-21847,8,5,7,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-8506,5,3,4,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-18621,6,3,4,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15789,5,2,4,20
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13480,6,3,7,28
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-20049,11,9,11,48
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-5495,6,3,14,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14017,6,4,5,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-5692,6,6,5,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16910,51,29,48,200
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14999,9,3,7,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12284,20,10,29,102
OpenHands,CodeAct-2.1-sonnet-20241022,lite,astropy__astropy-12907,4,3,4,18
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-8906,8,6,18,56
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16527,2,1,3,12
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-22835,5,1,11,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13230,8,5,8,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-26011,6,2,10,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-17630,8,6,9,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11905,9,4,9,40
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-7975,7,2,7,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,psf__requests-1963,5,3,4,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13710,17,13,28,96
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pallets__flask-4992,9,5,8,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-17022,17,8,21,80
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-20212,9,3,8,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-19254,4,2,6,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-23299,18,8,33,106
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16873,9,5,7,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-16139,7,3,6,28
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-24909,7,6,11,40
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11001,10,5,11,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-13915,10,4,12,48
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-13241,5,4,8,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-13584,8,3,11,40
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-14774,7,4,7,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-21171,4,2,5,22
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-15512,4,3,6,24
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-14308,10,6,13,50
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-25498,7,2,10,38
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14016,6,3,8,30
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12856,21,8,23,92
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11283,12,11,27,80
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pytest-dev__pytest-5413,13,8,13,54
OpenHands,CodeAct-2.1-sonnet-20241022,lite,pylint-dev__pylint-7080,14,0,9,50
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13220,3,2,3,14
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-8801,4,2,4,20
OpenHands,CodeAct-2.1-sonnet-20241022,lite,scikit-learn__scikit-learn-25747,11,8,16,58
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sphinx-doc__sphinx-8627,27,0,27,110
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12700,5,3,4,20
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14752,8,4,10,40
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-14580,9,5,11,44
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-18199,8,3,7,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13158,12,6,16,58
OpenHands,CodeAct-2.1-sonnet-20241022,lite,sympy__sympy-17655,8,6,8,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11964,25,9,25,102
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-11133,7,4,9,36
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-25442,7,2,8,34
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-15400,5,3,4,20
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-12497,45,30,54,200
OpenHands,CodeAct-2.1-sonnet-20241022,lite,matplotlib__matplotlib-22711,8,3,7,32
OpenHands,CodeAct-2.1-sonnet-20241022,lite,django__django-13757,5,1,5,24
SWE-agent,Claude-3-Opus,verified,matplotlib__matplotlib-26208,11,2,3,23
SWE-agent,Claude-3-Opus,verified,django__django-13195,7,4,11,21
SWE-agent,Claude-3-Opus,verified,django__django-14559,8,5,11,23
SWE-agent,Claude-3-Opus,verified,pylint-dev__pylint-7277,3,2,3,8
SWE-agent,Claude-3-Opus,verified,sympy__sympy-15875,7,2,3,13
SWE-agent,Claude-3-Opus,verified,pytest-dev__pytest-7521,9,3,5,22
SWE-agent,Claude-3-Opus,verified,astropy__astropy-13033,4,2,3,9
SWE-agent,Claude-3-Opus,verified,sphinx-doc__sphinx-9230,8,0,9,25
SWE-agent,Claude-3-Opus,verified,django__django-13925,17,4,2,24
SWE-agent,Claude-3-Opus,verified,pydata__xarray-6721,11,2,4,21
SWE-agent,Claude-3-Opus,verified,pytest-dev__pytest-5262,6,3,3,12
SWE-agent,Claude-3-Opus,verified,astropy__astropy-8872,8,5,9,20
SWE-agent,Claude-3-Opus,verified,django__django-11149,13,5,7,27
SWE-agent,Claude-3-Opus,verified,sympy__sympy-21379,8,5,6,22
SWE-agent,Claude-3-Opus,verified,sphinx-doc__sphinx-8269,8,4,3,23
SWE-agent,Claude-3-Opus,verified,django__django-16082,6,5,15,24
SWE-agent,Claude-3-Opus,verified,matplotlib__matplotlib-24149,7,3,6,17
SWE-agent,Claude-3-Opus,verified,matplotlib__matplotlib-23476,3,2,3,7
SWE-agent,Claude-3-Opus,verified,django__django-15268,9,1,1,22
SWE-agent,Claude-3-Opus,verified,astropy__astropy-7671,2,1,17,22
SWE-agent,Claude-3-Opus,verified,sympy__sympy-23824,7,3,6,21
SWE-agent,Claude-3-Opus,verified,django__django-13837,2,0,5,10
SWE-agent,Claude-3-Opus,verified,scikit-learn__scikit-learn-14087,6,6,11,19
SWE-agent,Claude-3-Opus,verified,django__django-13406,10,7,10,24
SWE-agent,Claude-3-Opus,verified,django__django-16950,13,3,10,25
SWE-agent,Claude-3-Opus,verified,django__django-12209,12,8,9,25
SWE-agent,Claude-3-Opus,verified,pytest-dev__pytest-7571,6,2,3,14
SWE-agent,Claude-3-Opus,verified,psf__requests-2317,6,4,5,14
SWE-agent,Claude-3-Opus,verified,django__django-13933,6,5,18,25
SWE-agent,Claude-3-Opus,verified,matplotlib__matplotlib-26342,7,0,8,22
SWE-agent,Claude-3-Opus,verified,django__django-11119,4,3,4,11
SWE-agent,Claude-3-Opus,verified,sphinx-doc__sphinx-8621,10,0,7,24
SWE-agent,Claude-3-Opus,verified,sympy__sympy-20801,8,3,8,21
SWE-agent,Claude-3-Opus,verified,django__django-16263,3,1,11,25
SWE-agent,Claude-3-Opus,verified,matplotlib__matplotlib-23299,11,3,7,23
SWE-agent,Claude-3-Opus,verified,matplotlib__matplotlib-20676,5,2,6,18
SWE-agent,Claude-3-Opus,verified,pydata__xarray-3151,5,3,5,13
SWE-agent,Claude-3-Opus,verified,django__django-13212,8,6,8,20
SWE-agent,Claude-3-Opus,verified,astropy__astropy-13977,5,3,5,15
SWE-agent,Claude-3-Opus,verified,scikit-learn__scikit-learn-14629,5,3,7,15
SWE-agent,Claude-3-Opus,verified,scikit-learn__scikit-learn-14053,4,3,6,12
SWE-agent,Claude-3-Opus,verified,sphinx-doc__sphinx-9281,10,0,7,25
SWE-agent,Claude-3-Opus,verified,matplotlib__matplotlib-22719,6,4,8,17
SWE-agent,Claude-3-Opus,verified,sympy__sympy-12489,7,3,6,21
SWE-agent,Claude-3-Opus,verified,scikit-learn__scikit-learn-10844,5,3,6,15
SWE-agent,Claude-3-Opus,verified,sympy__sympy-17139,5,4,7,15
SWE-agent,Claude-3-Opus,verified,django__django-15695,8,4,9,23
SWE-agent,Claude-3-Opus,verified,django__django-14631,9,0,3,22
SWE-agent,Claude-3-Opus,verified,django__django-14999,7,0,2,14
SWE-agent,Claude-3-Opus,verified,django__django-14404,4,1,12,23
SWE-agent,Claude-3-Opus,verified,sphinx-doc__sphinx-7889,11,3,4,19
SWE-agent,Claude-3-Opus,verified,sympy__sympy-14248,11,2,3,22
SWE-agent,Claude-3-Opus,verified,sympy__sympy-13877,4,2,5,12
SWE-agent,Claude-3-Opus,verified,pydata__xarray-6992,5,1,3,10
SWE-agent,Claude-3-Opus,verified,django__django-14434,8,2,4,22
SWE-agent,Claude-3-Opus,verified,django__django-12262,8,6,13,26
SWE-agent,Claude-3-Opus,verified,sphinx-doc__sphinx-7910,10,0,7,26
SWE-agent,Claude-3-Opus,verified,pydata__xarray-7233,9,2,5,22
SWE-agent,Claude-3-Opus,verified,django__django-13670,6,3,4,13
SWE-agent,Claude-3-Opus,verified,django__django-14580,8,1,8,19
SWE-agent,Claude-3-Opus,verified,scikit-learn__scikit-learn-14141,7,5,11,25
SWE-agent,Claude-3-Opus,verified,django__django-12325,6,6,18,26
SWE-agent,Claude-3-Opus,verified,django__django-16136,14,11,4,24
SWE-agent,Claude-3-Opus,verified,sympy__sympy-14711,7,4,5,17
SWE-agent,Claude-3-Opus,verified,django__django-16661,11,4,6,21
SWE-agent,Claude-3-Opus,verified,sympy__sympy-24661,3,1,12,20
SWE-agent,Claude-3-Opus,verified,django__django-11532,4,3,10,16
SWE-agent,Claude-3-Opus,verified,pytest-dev__pytest-7982,10,2,3,17
SWE-agent,Claude-3-Opus,verified,django__django-16485,7,6,11,21
SWE-agent,Claude-3-Opus,verified,sympy__sympy-16597,12,3,4,22
SWE-agent,Claude-3-Opus,verified,pytest-dev__pytest-7432,7,5,11,22
SWE-agent,Claude-3-Opus,verified,django__django-15104,5,4,5,13
SWE-agent,Claude-3-Opus,verified,django__django-14534,10,4,5,19
